STATION,NAME,DATE,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,WESD,WESF,WT01,WT03,WT04,WT05,WT06,WT11
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",11/30/2012,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",12/1/2012,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",12/2/2012,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",12/3/2012,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",12/4/2012,0.2,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",12/5/2012,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",12/6/2012,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",12/7/2012,0.08,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",12/8/2012,0.17,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",12/9/2012,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",12/10/2012,0.1,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",12/11/2012,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",12/12/2012,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",12/13/2012,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",12/14/2012,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",12/15/2012,0.01,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",12/16/2012,0.23,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",12/17/2012,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",12/18/2012,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",12/19/2012,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",12/20/2012,0.98,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",12/21/2012,0.41,0.1,0.2,,,,0.1,0.1,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",12/22/2012,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",12/23/2012,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",12/24/2012,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",12/25/2012,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",12/26/2012,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",12/27/2012,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",12/28/2012,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",12/29/2012,0.07,1.2,1.5,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",12/30/2012,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",12/31/2012,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",1/1/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",1/2/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",1/3/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",1/4/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",1/5/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",1/6/2013,0.01,0.1,0.1,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",1/7/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",1/8/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",1/9/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",1/10/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",1/11/2013,0.66,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",1/12/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",1/13/2013,0.11,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",1/14/2013,0.02,0.1,0.1,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",1/15/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",1/16/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",1/17/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",1/18/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",1/19/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",1/20/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",1/21/2013,0.02,0.3,0.5,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",1/22/2013,0,0,0.5,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",1/23/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",1/24/2013,0,0.1,0.3,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",1/25/2013,0.03,0.3,1,,,,0.1,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",1/26/2013,0,0,0.8,,,,0.1,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",1/27/2013,0,0,0.7,,,,0.1,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",1/28/2013,0.1,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",1/29/2013,0.04,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",1/30/2013,1.4,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",1/31/2013,0.08,0.1,0.3,,,,0,0.1,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",2/1/2013,0,0,0.3,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",2/2/2013,0.09,1.3,2.5,,,,0.1,0.1,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",2/3/2013,0.01,0.3,2.5,,,,0.1,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",2/4/2013,0.02,0.1,2,,,,0.2,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",2/5/2013,0,0,2,,,,0.2,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",2/6/2013,0,0,1.5,,,,0.2,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",2/7/2013,0,0,1.5,,,,0.2,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",2/8/2013,0.39,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",2/9/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",2/10/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",2/11/2013,0.19,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",2/12/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",2/13/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",2/14/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",2/15/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",2/16/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",2/17/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",2/25/2013,0,0,1,,,,0.2,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",2/26/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",2/27/2013,0.57,2,2,,,,0.3,0.3,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",2/28/2013,0.17,1.5,3.5,,,,0.6,0.2,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",3/1/2013,0.1,0.8,3.5,,,,0.6,0.1,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",3/2/2013,0,0,3,,,,0.5,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",3/3/2013,0,0,3,,,,0.5,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",3/4/2013,0,0,3,,,,0.5,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",3/5/2013,0,0,3,,,,0.5,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",3/6/2013,0.58,7.5,10,,,,1.3,0.8,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",3/7/2013,0,0,9,,,,1.3,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",3/8/2013,0,0,8,,,,1.2,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",3/9/2013,0,0,6,,,,1.3,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",3/10/2013,0.39,0,4,,,,0.8,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",3/11/2013,0.24,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",3/12/2013,0.03,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",3/13/2013,0.05,0.3,0.5,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",3/14/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",3/15/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",3/16/2013,0.02,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",3/17/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",3/18/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",3/19/2013,0.02,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",3/20/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",3/21/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",3/22/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",3/23/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",3/24/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",3/25/2013,0.08,2.5,2.5,,,,0.2,0.2,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",3/26/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",3/27/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",3/28/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",3/29/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",3/30/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",3/31/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",4/1/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",4/2/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",4/3/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",4/4/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",4/5/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",4/6/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",4/7/2013,0.03,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",4/8/2013,0.17,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",4/9/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",4/10/2013,0.02,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",4/11/2013,1.43,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",4/12/2013,0.33,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",4/13/2013,0.04,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",4/14/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",4/15/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",4/16/2013,1.6,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",4/17/2013,0.02,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",4/18/2013,1.01,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",4/19/2013,0.85,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",4/20/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",4/21/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",4/22/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",4/23/2013,0.01,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",4/24/2013,0.49,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",4/25/2013,0.02,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",4/26/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",4/27/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",4/28/2013,0.1,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",4/29/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",4/30/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",5/1/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",5/2/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",5/3/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",5/4/2013,0.09,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",5/5/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",5/6/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",5/7/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",5/8/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",5/9/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",5/10/2013,0.47,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",5/11/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",5/12/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",5/13/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",5/14/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",5/15/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",5/16/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",5/17/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",5/18/2013,0.07,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",5/19/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",5/20/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",5/21/2013,0.8,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",5/22/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",5/23/2013,0.24,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",5/24/2013,0.04,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",5/25/2013,0.01,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",5/26/2013,0.01,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",5/27/2013,0.42,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",5/28/2013,0.47,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",5/29/2013,0.14,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",5/30/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",5/31/2013,0.4,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",6/1/2013,0.21,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",6/2/2013,0.19,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",6/3/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",6/4/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",6/5/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",6/6/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",6/7/2013,0.04,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",6/8/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",6/9/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",6/10/2013,0.31,,,,,,,,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",6/11/2013,0.03,,,,,,,,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",6/12/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",6/13/2013,1.07,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",6/14/2013,0,0,,,,,,,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",6/15/2013,0,0,,,,,,,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",6/16/2013,0.34,,,,,,,,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",6/17/2013,0,0,0,,,,0,0,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",6/18/2013,0,0,,,,,,,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",6/19/2013,0,0,,,,,,,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",6/20/2013,0,0,,,,,,,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",6/21/2013,0,0,,,,,,,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",6/22/2013,1,,,,,,,,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",6/23/2013,0.02,,,,,,,,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",6/24/2013,0.18,,,,,,,,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",6/25/2013,0.2,,,,,,,,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",6/26/2013,0,0,,,,,,,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",6/27/2013,0.38,,,,,,,,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",6/28/2013,0,0,,,,,,,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",6/29/2013,0.29,,,,,,,,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",6/30/2013,0.01,,,,,,,,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",7/1/2013,0,0,,,,,,,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",7/2/2013,0,0,,,,,,,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",7/3/2013,0.09,,,,,,,,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",7/4/2013,0.19,,,,,,,,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",7/5/2013,0.01,,,,,,,,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",7/6/2013,0,0,,,,,,,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",7/7/2013,0,,,,,,,,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",7/8/2013,0,0,,,,,,,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",7/9/2013,1.08,,,,,,,,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",7/10/2013,0.3,,,,,,,,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",7/11/2013,0.02,,,,,,,,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",7/12/2013,0,0,,,,,,,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",7/13/2013,0,0,,,,,,,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",7/14/2013,0,0,,,,,,,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",7/15/2013,0,0,,,,,,,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",7/16/2013,0,0,,,,,,,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",7/17/2013,0,0,,,,,,,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",7/18/2013,0,0,,,,,,,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",7/19/2013,0,0,,,,,,,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",7/20/2013,0.06,,,,,,,,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",7/21/2013,0,0,,,,,,,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",7/22/2013,0.02,,,,,,,,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",7/23/2013,0,0,,,,,,,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",7/24/2013,0,0,,,,,,,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",7/25/2013,0,0,,,,,,,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",7/26/2013,0,0,,,,,,,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",7/27/2013,0.02,,,,,,,,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",7/28/2013,0.01,,,,,,,,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",7/29/2013,0.02,0,,,,,,,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",7/30/2013,0,0,,,,,,,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",7/31/2013,0.01,,,,,,,,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",8/1/2013,0.04,,,,,,,,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",8/2/2013,0.25,,,,,,,,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",8/3/2013,1.03,,,,,,,,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",8/4/2013,0,0,,,,,,,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",8/5/2013,0,0,,,,,,,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",8/6/2013,0.03,,,,,,,,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",8/7/2013,0,0,,,,,,,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",8/8/2013,0.05,,,,,,,,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",8/9/2013,0,0,,,,,,,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",8/10/2013,0,0,,,,,,,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",8/11/2013,0,0,,,,,,,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",8/12/2013,0,0,,,,,,,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",8/13/2013,0.26,,,,,,,,,,,,,
US1INLK0024,"CROWN POINT 2.0 WSW, IN US",8/14/2013,0,0,,,,,,,,,,,,
