"STATION","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","TMAX","TMIN"
"US1INEL0029","41.4472","-85.8595","249.9","2009-09-26","0.05",,
"US1INEL0029","41.4472","-85.8595","249.9","2009-09-27","0.02",,
"US1INEL0029","41.4472","-85.8595","249.9","2009-09-28","0.10",,
"US1INEL0029","41.4472","-85.8595","249.9","2009-09-29","0.09",,
"US1INEL0029","41.4472","-85.8595","249.9","2009-09-30","0.01",,
"US1INEL0029","41.4472","-85.8595","249.9","2009-10-01","0.00",,
"US1INEL0029","41.4472","-85.8595","249.9","2009-10-02","1.27",,
"US1INEL0029","41.4472","-85.8595","249.9","2009-10-03","0.16",,
"US1INEL0029","41.4472","-85.8595","249.9","2009-10-04","0.10",,
"US1INEL0029","41.4472","-85.8595","249.9","2009-10-05","0.00",,
"US1INEL0029","41.4472","-85.8595","249.9","2009-10-06","0.00",,
"US1INEL0029","41.4472","-85.8595","249.9","2009-10-07","0.08",,
"US1INEL0029","41.4472","-85.8595","249.9","2009-10-08","0.00",,
"US1INEL0029","41.4472","-85.8595","249.9","2009-10-09","0.44",,
"US1INEL0029","41.4472","-85.8595","249.9","2009-10-10","0.54",,
"US1INEL0029","41.4472","-85.8595","249.9","2009-10-11","0.00",,
"US1INEL0029","41.4472","-85.8595","249.9","2009-10-12","0.00",,
"US1INEL0029","41.4472","-85.8595","249.9","2009-10-13","0.00",,
"US1INEL0029","41.4472","-85.8595","249.9","2009-10-14","0.00",,
"US1INEL0029","41.4472","-85.8595","249.9","2009-10-19","0.00",,
"US1INEL0029","41.4472","-85.8595","249.9","2009-10-20","0.00",,
"US1INEL0029","41.4472","-85.8595","249.9","2009-10-21","0.00",,
"US1INEL0029","41.4472","-85.8595","249.9","2009-10-22","0.00",,
"US1INEL0029","41.4472","-85.8595","249.9","2009-10-26","0.00",,
"US1INEL0029","41.4472","-85.8595","249.9","2009-10-27","0.00",,
"US1INEL0029","41.4472","-85.8595","249.9","2009-10-28","0.00",,
